Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Ted Lieu,tedlieu,2015-02-19 00:00:00+00:00,3044993235,male,Empire of Japan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,RepTedLieu,2015-02-19 00:00:00+00:00,3044993235,male,Empire of Japan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,tedlieu,2009-02-17 00:00:00+00:00,21059255,male,Empire of Japan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Lieu,RepTedLieu,2009-02-17 00:00:00+00:00,21059255,male,Empire of Japan,1969-03-29 00:00:00+00:00,51.0,reptedlieu,Democratic,Lieu
Ted Poe,JudgeTedPoe,2009-09-14 00:00:00+00:00,74198348,male,United States of America,1948-09-10 00:00:00+00:00,72.0,judgetedpoe,Republican,Poe
Ted Strickland,ted_strickland,2009-04-21 00:00:00+00:00,34012907,male,United States of America,1941-08-04 00:00:00+00:00,79.0,,Democratic,Strickland
Ted Terry,tedterry1,,,male,United States of America,1983-01-01 00:00:00+00:00,37.0,tedterry1,Democratic,Terry
Ted Vogt,VogtForArizona,,,male,United States of America,1973-02-20 00:00:00+00:00,47.0,,Republican,Vogt
Ted Yoho,RepTedYoho,2013-01-08 00:00:00+00:00,1071900114,male,United States of America,1955-04-13 00:00:00+00:00,65.0,reptedyoho,Republican,Yoho
Terri Sewell,RepTerriSewell,2011-09-27 00:00:00+00:00,381152398,female,United States of America,1965-01-01 00:00:00+00:00,55.0,,Democratic,Sewell
Terry Austin,TerryAustin4HOD,2013-04-03 00:00:00+00:00,1325194064,male,United States of America,1955-10-16 00:00:00+00:00,65.0,,Republican,Austin
Terry Branstad,terrybranstad,2009-10-22 00:00:00+00:00,84406725,male,United States of America,1946-11-17 00:00:00+00:00,74.0,,Republican,Branstad
Terry Kilgore,delterrykilgore,2009-08-19 00:00:00+00:00,66990324,male,United States of America,1961-08-23 00:00:00+00:00,59.0,,Republican,Kilgore
Terry McAuliffe,TerryMcAuliffe,2009-01-24 00:00:00+00:00,19471123,male,United States of America,1957-02-09 00:00:00+00:00,63.0,,Democratic,McAuliffe
Thad Cochran,SenThadCochran,2012-04-16 00:00:00+00:00,555474658,male,United States of America,1937-12-07 00:00:00+00:00,82.0,,Democratic,Cochran
Thad Cochran,SenThadCochran,2012-04-16 00:00:00+00:00,555474658,male,United States of America,1937-12-07 00:00:00+00:00,82.0,,Republican,Cochran
Thad Cochran,SenThadCochran,,555474658,male,United States of America,1937-12-07 00:00:00+00:00,82.0,,Democratic,Cochran
Thad Cochran,SenThadCochran,,555474658,male,United States of America,1937-12-07 00:00:00+00:00,82.0,,Republican,Cochran
Theresa Abed,abedtheresa,2009-07-17 00:00:00+00:00,57834282,female,United States of America,1953-01-01 00:00:00+00:00,67.0,,Democratic,Abed
Theresa Greenfield,GreenfieldIowa,2017-06-14 00:00:00+00:00,875025043130068992,female,United States of America,1963-10-20 00:00:00+00:00,57.0,theresagreenfield,Democratic,Greenfield
Thom Tillis,SenThomTillis,2015-01-06 00:00:00+00:00,2964174789,male,United States of America,1960-08-30 00:00:00+00:00,60.0,senthomtillis,Republican,Tillis
"Thomas Garrett, Jr.",Rep_Tom_Garrett,2017-07-21 00:00:00+00:00,888423471218171905,male,United States of America,1972-03-27 00:00:00+00:00,48.0,,Republican,Jr.
"Thomas J. Barrack, Jr.",tombarrackjr,2016-04-19 00:00:00+00:00,722529934908923904,male,United States of America,1947-04-28 00:00:00+00:00,73.0,tombarrack,Republican,Jr.
"Thomas J. Barrack, Jr.",tombarrackjr,2016-04-19 00:00:00+00:00,722529934908923904,male,United States of America,1948-01-01 00:00:00+00:00,72.0,tombarrack,Republican,Jr.
Thomas Massie,RepThomasMassie,2012-11-27 00:00:00+00:00,975200486,male,United States of America,1971-01-13 00:00:00+00:00,49.0,,Republican,Massie
Thomas Perez,TomPerez,2016-01-13 00:00:00+00:00,4797361833,male,United States of America,1961-10-07 00:00:00+00:00,59.0,,Democratic,Perez
Thomas Suozzi,RepTomSuozzi,2017-01-04 00:00:00+00:00,816705409486618624,male,United States of America,1962-08-31 00:00:00+00:00,58.0,,Democratic,Suozzi
Tiffany Cabán,CabanForQueens,,,female,United States of America,1988-01-01 00:00:00+00:00,32.0,cabanforqueens,Democratic,Cabán
Tim Ashe,TimAsheVT,,,male,United States of America,1976-12-10 00:00:00+00:00,43.0,,Other,Ashe
Tim Burchett,timburchett,2018-08-13 00:00:00+00:00,1028854804087492613,male,United States of America,1964-08-25 00:00:00+00:00,56.0,reptimburchett,Republican,Burchett
Tim Burchett,RepTimBurchett,2018-08-13 00:00:00+00:00,1028854804087492613,male,United States of America,1964-08-25 00:00:00+00:00,56.0,reptimburchett,Republican,Burchett
Tim Burchett,timburchett,2011-08-12 00:00:00+00:00,353890966,male,United States of America,1964-08-25 00:00:00+00:00,56.0,reptimburchett,Republican,Burchett
Tim Burchett,RepTimBurchett,2011-08-12 00:00:00+00:00,353890966,male,United States of America,1964-08-25 00:00:00+00:00,56.0,reptimburchett,Republican,Burchett
Tim Donnelly,PatriotNotPol,2010-04-08 00:00:00+00:00,130798456,male,United States of America,1966-05-09 00:00:00+00:00,54.0,,Republican,Donnelly
Tim Huelskamp,CongHuelskamp,2011-01-03 00:00:00+00:00,233761277,male,United States of America,1968-11-11 00:00:00+00:00,52.0,,Republican,Huelskamp
Tim Hugo,TimHugo,2009-06-02 00:00:00+00:00,44122678,male,United States of America,1963-01-07 00:00:00+00:00,57.0,,Republican,Hugo
Tim Kaine,timkaine,2010-07-30 00:00:00+00:00,172858784,male,United States of America,1958-02-26 00:00:00+00:00,62.0,timkaine,Democratic,Kaine
Tim Kelly,timothykelly,,,male,United States of America,1956-12-21 00:00:00+00:00,63.0,,Other,Kelly
Tim Pawlenty,TimPawlenty,,,male,United States of America,1960-11-27 00:00:00+00:00,59.0,timpawlenty,Republican,Pawlenty
Tim Ryan,RepTimRyan,2008-02-14 00:00:00+00:00,13491312,male,United States of America,1973-07-16 00:00:00+00:00,47.0,,Democratic,Ryan
Tim Scott,SenatorTimScott,2010-11-19 00:00:00+00:00,217543151,male,United States of America,1965-09-19 00:00:00+00:00,55.0,senatortimscott,Republican,Scott
Tim Walberg,RepWalberg,2011-01-13 00:00:00+00:00,237862972,male,United States of America,1951-04-12 00:00:00+00:00,69.0,repwalberg,Republican,Walberg
Tim Walz,GovTimWalz,2018-11-19 00:00:00+00:00,1064603540956565504,male,United States of America,1964-04-06 00:00:00+00:00,56.0,walzforgovernor,Other,Walz
Tim Walz,GovTimWalz,2018-11-19 00:00:00+00:00,1064603540956565504,male,United States of America,1964-04-06 00:00:00+00:00,56.0,walzforgovernor,Democratic,Walz
Timothy F. Murphy,RepTimMurphy,,,male,United States of America,1952-09-11 00:00:00+00:00,68.0,,Republican,Murphy
Timothy Hwang,timthwang,,,male,United States of America,1992-02-20 00:00:00+00:00,28.0,,Democratic,Hwang
Timothy M. Keller,mayorkeller,2009-04-03 00:00:00+00:00,28675723,male,United States of America,1977-11-22 00:00:00+00:00,42.0,mayorkeller,Democratic,Keller
Tina Pickett,reppickett,,,female,United States of America,1943-05-28 00:00:00+00:00,77.0,reppickett,Republican,Pickett
Tina Smith,TinaSmithMN,2017-12-13 00:00:00+00:00,941000686275387392,female,United States of America,1958-03-04 00:00:00+00:00,62.0,tinasmithmn,Democratic,Smith
Tina Smith,SenTinaSmith,2017-12-13 00:00:00+00:00,941000686275387392,female,United States of America,1958-03-04 00:00:00+00:00,62.0,tinasmithmn,Democratic,Smith
Tina Smith,TinaSmithMN,2009-06-16 00:00:00+00:00,47724293,female,United States of America,1958-03-04 00:00:00+00:00,62.0,tinasmithmn,Democratic,Smith
Tina Smith,SenTinaSmith,2009-06-16 00:00:00+00:00,47724293,female,United States of America,1958-03-04 00:00:00+00:00,62.0,tinasmithmn,Democratic,Smith
Tina Tchen,tinatchen,2012-10-29 00:00:00+00:00,913018932,female,United States of America,1956-01-25 00:00:00+00:00,64.0,tinatchen,Democratic,Tchen
Todd Gilbert,cToddGilbert,2009-07-24 00:00:00+00:00,59824455,male,United States of America,1970-10-19 00:00:00+00:00,50.0,,Republican,Gilbert
Todd Gloria,ToddGloria,,,male,United States of America,1978-05-10 00:00:00+00:00,42.0,toddgloria,Democratic,Gloria
Todd Pillion,DelTPillion,,,male,United States of America,1973-11-01 00:00:00+00:00,47.0,,Republican,Pillion
Todd Portune,TPortune,2012-03-21 00:00:00+00:00,532796067,male,United States of America,1958-08-14 00:00:00+00:00,62.0,,Democratic,Portune
Todd Rokita,ToddRokitaIN,2010-02-01 00:00:00+00:00,110456022,male,United States of America,1970-02-09 00:00:00+00:00,50.0,reptoddrokita,Republican,Rokita
Todd Rokita,ToddRokitaIN,2008-11-21 00:00:00+00:00,17544524,male,United States of America,1970-02-09 00:00:00+00:00,50.0,reptoddrokita,Republican,Rokita
Todd Young,ToddYoungIN,2011-01-04 00:00:00+00:00,234128524,male,United States of America,1972-08-24 00:00:00+00:00,48.0,sentoddyoung,Republican,Young
Todd Young,SenToddYoung,2011-01-04 00:00:00+00:00,234128524,male,United States of America,1972-08-24 00:00:00+00:00,48.0,sentoddyoung,Republican,Young
Todd Young,ToddYoungIN,2009-07-25 00:00:00+00:00,59969802,male,United States of America,1972-08-24 00:00:00+00:00,48.0,sentoddyoung,Republican,Young
Todd Young,SenToddYoung,2009-07-25 00:00:00+00:00,59969802,male,United States of America,1972-08-24 00:00:00+00:00,48.0,sentoddyoung,Republican,Young
Tom Allon,TomAllonCSNY,2011-10-31 00:00:00+00:00,402069224,male,United States of America,1901-01-01 00:00:00+00:00,119.0,,Republican,Allon
Tom Allon,TomAllonCSNY,2011-10-31 00:00:00+00:00,402069224,male,United States of America,1901-01-01 00:00:00+00:00,119.0,,Democratic,Allon
Tom Berryhill,TomBerryhill,2011-06-21 00:00:00+00:00,321490677,male,United States of America,1953-08-27 00:00:00+00:00,67.0,,Republican,Berryhill
Tom Brinkman,GoBrinkman,,,male,United States of America,1957-12-06 00:00:00+00:00,62.0,,Republican,Brinkman
Tom Carper,SenatorCarper,2011-02-09 00:00:00+00:00,249787913,male,United States of America,1947-01-23 00:00:00+00:00,73.0,senatorcarper,Democratic,Carper
Tom Cochran,reptomcochran,,,male,United States of America,,,,Democratic,Cochran
Tom Cole,TomColeOK04,2009-03-06 00:00:00+00:00,23124635,male,United States of America,1949-04-28 00:00:00+00:00,71.0,tomcoleok04,Republican,Cole
Tom Cotton,sentomcotton,2012-11-24 00:00:00+00:00,968650362,male,United States of America,1977-05-13 00:00:00+00:00,43.0,tomcottonar,Republican,Cotton
Tom Cotton,TomCottonAR,2012-11-24 00:00:00+00:00,968650362,male,United States of America,1977-05-13 00:00:00+00:00,43.0,tomcottonar,Republican,Cotton
Tom Cotton,sentomcotton,2011-07-26 00:00:00+00:00,343041182,male,United States of America,1977-05-13 00:00:00+00:00,43.0,tomcottonar,Republican,Cotton
Tom Cotton,TomCottonAR,2011-07-26 00:00:00+00:00,343041182,male,United States of America,1977-05-13 00:00:00+00:00,43.0,tomcottonar,Republican,Cotton
Tom Daschle,TomDaschle,2014-06-26 00:00:00+00:00,2590191937,male,United States of America,1947-12-09 00:00:00+00:00,72.0,,Democratic,Daschle
Tom Del Beccaro,tomdelbeccaro,2009-02-05 00:00:00+00:00,20215316,male,United States of America,1961-08-28 00:00:00+00:00,59.0,,Republican,Beccaro
Tom Emmer,RepTomEmmer,2014-12-10 00:00:00+00:00,2914515430,male,United States of America,1961-03-03 00:00:00+00:00,59.0,reptomemmer,Republican,Emmer
Tom Emmer,RepTomEmmer,2014-12-10 00:00:00+00:00,2914515430,male,United States of America,1961-03-03 00:00:00+00:00,59.0,reptomemmer,Other,Emmer
Tom Ervin,TrustInTom,2014-03-28 00:00:00+00:00,2416191391,male,United States of America,1952-05-14 00:00:00+00:00,68.0,,Democratic,Ervin
Tom Ervin,TrustInTom,2014-03-28 00:00:00+00:00,2416191391,male,United States of America,1952-05-14 00:00:00+00:00,68.0,,Republican,Ervin
Tom Graves,RepTomGraves,2010-09-13 00:00:00+00:00,190328374,male,United States of America,1970-02-03 00:00:00+00:00,50.0,reptomgraves,Republican,Graves
Tom Hucker,cmhucker,2018-09-20 00:00:00+00:00,1042808990281945088,male,United States of America,1967-04-09 00:00:00+00:00,53.0,,Democratic,Hucker
Tom Leonard,TomLeonard28,,,male,United States of America,1981-04-20 00:00:00+00:00,39.0,,Republican,Leonard
Tom Leppert,TomLeppert,2010-03-17 00:00:00+00:00,123974480,male,United States of America,1954-06-15 00:00:00+00:00,66.0,,Republican,Leppert
Tom MacArthur,RepTomMacArthur,2015-01-05 00:00:00+00:00,2962994194,male,United States of America,1960-10-16 00:00:00+00:00,60.0,reptmac,Republican,MacArthur
Tom Malinowski,Malinowski,2019-01-03 00:00:00+00:00,1080898026418384897,male,United States of America,1965-09-15 00:00:00+00:00,55.0,malinowskifornj,Democratic,Malinowski
Tom Malinowski,Malinowski,2016-12-20 00:00:00+00:00,811239440916054016,male,United States of America,1965-09-15 00:00:00+00:00,55.0,malinowskifornj,Democratic,Malinowski
Tom Malinowski,RepMalinowski,2019-01-03 00:00:00+00:00,1080898026418384897,male,United States of America,1965-09-15 00:00:00+00:00,55.0,malinowskifornj,Democratic,Malinowski
Tom Malinowski,RepMalinowski,2016-12-20 00:00:00+00:00,811239440916054016,male,United States of America,1965-09-15 00:00:00+00:00,55.0,malinowskifornj,Democratic,Malinowski
Tom Marino,RepTomMarino,2012-05-14 00:00:00+00:00,579624328,male,United States of America,1952-08-13 00:00:00+00:00,68.0,reptommarino,Republican,Marino
Tom McClintock,RepMcClintock,2009-06-23 00:00:00+00:00,50152441,male,United States of America,1956-07-10 00:00:00+00:00,64.0,,Republican,McClintock
Tom Nelson,NelsonforWI,2016-05-23 00:00:00+00:00,734892732691451905,male,United States of America,1976-03-03 00:00:00+00:00,44.0,,Democratic,Nelson
Tom O'Halleran,repohalleran,2016-12-12 00:00:00+00:00,808416682972770304,male,United States of America,1946-01-24 00:00:00+00:00,74.0,repohalleran,Republican,O'Halleran
Tom O'Halleran,repohalleran,2016-12-12 00:00:00+00:00,808416682972770304,male,United States of America,1946-01-24 00:00:00+00:00,74.0,repohalleran,Democratic,O'Halleran
Tom Perriello,tomperriello,2008-04-14 00:00:00+00:00,14384907,male,United States of America,1974-10-09 00:00:00+00:00,46.0,,Democratic,Perriello
Tom Price,RepTomPrice,2007-06-01 00:00:00+00:00,6577802,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,SecPriceMD,2007-06-01 00:00:00+00:00,6577802,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,RepTomPrice,2007-06-04 00:00:00+00:00,6577802,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,SecPriceMD,2007-06-04 00:00:00+00:00,6577802,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,RepTomPrice,2017-02-01 00:00:00+00:00,829782369670410240,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,SecPriceMD,2017-02-01 00:00:00+00:00,829782369670410240,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,RepTomPrice,2017-02-09 00:00:00+00:00,829782369670410240,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Price,SecPriceMD,2017-02-09 00:00:00+00:00,829782369670410240,male,United States of America,1954-10-08 00:00:00+00:00,66.0,secpricemd,Republican,Price
Tom Reed,RepTomReed,2011-02-16 00:00:00+00:00,252819323,male,United States of America,1971-11-18 00:00:00+00:00,49.0,reptomreed,Republican,Reed
Tom Rice,RepTomRice,2013-01-03 00:00:00+00:00,1058345042,male,United States of America,1957-08-04 00:00:00+00:00,63.0,reptomrice,Republican,Rice
Tom Rice,RepTomRice,2013-01-03 00:00:00+00:00,1058345042,male,United States of America,1957-08-04 00:00:00+00:00,63.0,reptomrice,Republican,Rice
Tom Rooney,TomRooney,2009-03-12 00:00:00+00:00,23970171,male,United States of America,1970-11-21 00:00:00+00:00,49.0,,Republican,Rooney
Tom Tancredo,ttancredo,2009-08-10 00:00:00+00:00,64534908,male,United States of America,1945-12-20 00:00:00+00:00,74.0,,Republican,Tancredo
Tom Udall,SenatorTomUdall,2009-07-28 00:00:00+00:00,60828944,male,United States of America,1948-05-18 00:00:00+00:00,72.0,senatortomudall,Democratic,Udall
Tom Wheeler,TomWheelerFCC,2014-01-03 00:00:00+00:00,2260197309,male,United States of America,1946-04-05 00:00:00+00:00,74.0,,Democratic,Wheeler
Tom Wolf,governortomwolf,2015-01-14 00:00:00+00:00,2978837542,male,United States of America,1948-11-17 00:00:00+00:00,72.0,governortomwolf,Democratic,Wolf
Tommy Tuberville,TTuberville,2010-02-02 00:00:00+00:00,110798061,male,United States of America,1954-09-18 00:00:00+00:00,66.0,tommyforsenate,Republican,Tuberville
Tommy Williams,TexansForTommy,2010-10-04 00:00:00+00:00,198572491,male,United States of America,1956-12-17 00:00:00+00:00,63.0,,Republican,Williams
Toni Preckwinkle,tonipreckwinkle,2009-08-16 00:00:00+00:00,66203697,female,United States of America,1947-03-17 00:00:00+00:00,73.0,,Democratic,Preckwinkle
Tony Cárdenas,RepCardenas,2013-02-26 00:00:00+00:00,1222257180,male,United States of America,1963-03-31 00:00:00+00:00,57.0,repcardenas,Democratic,Cárdenas
Tony Evers,Tony4WI,2017-01-04 00:00:00+00:00,816819836105949184,male,United States of America,1951-11-05 00:00:00+00:00,69.0,tony4wi,Democratic,Evers
Tony Tata,ajtata,2009-04-20 00:00:00+00:00,33586604,male,United States of America,1959-09-07 00:00:00+00:00,61.0,ajtata_author,Republican,Tata
Tony Wilt,DelTonyWilt,2017-07-03 00:00:00+00:00,881955418032963585,male,United States of America,1961-09-18 00:00:00+00:00,59.0,,Republican,Wilt
Tony Yarber,TonyYarber,2012-11-17 00:00:00+00:00,953952349,male,United States of America,1978-05-16 00:00:00+00:00,42.0,,Democratic,Yarber
Travis Allen,JoinTravisAllen,2012-03-14 00:00:00+00:00,524832762,male,United States of America,1973-09-14 00:00:00+00:00,47.0,jointravisallen,Republican,Allen
Trent Franks,RepTrentFranks,,,male,United States of America,1957-06-19 00:00:00+00:00,63.0,reptrentfranks,Republican,Franks
Trent Kelly,reptrentkelly,2015-06-10 00:00:00+00:00,3317799825,male,United States of America,1966-03-01 00:00:00+00:00,54.0,reptrentkelly,Republican,Kelly
Trey Gowdy,TGowdySC,2011-01-12 00:00:00+00:00,237348797,male,United States of America,1964-08-22 00:00:00+00:00,56.0,tgowdysc,Republican,Gowdy
Trey Hollingsworth,reptrey,2015-08-18 00:00:00+00:00,3431000296,male,United States of America,1983-09-12 00:00:00+00:00,37.0,,Republican,Hollingsworth
Trey Hollingsworth,VoteForTrey,2015-08-18 00:00:00+00:00,3431000296,male,United States of America,1983-09-12 00:00:00+00:00,37.0,,Republican,Hollingsworth
Trey Hollingsworth,reptrey,2016-12-22 00:00:00+00:00,811986281177772032,male,United States of America,1983-09-12 00:00:00+00:00,37.0,,Republican,Hollingsworth
Trey Hollingsworth,VoteForTrey,2016-12-22 00:00:00+00:00,811986281177772032,male,United States of America,1983-09-12 00:00:00+00:00,37.0,,Republican,Hollingsworth
Troy Balderson,RepBalderson,2018-09-05 00:00:00+00:00,1037341536592310272,male,United States of America,1962-01-16 00:00:00+00:00,58.0,,Republican,Balderson
Troy Nehls,SheriffTNehls,,,male,United States of America,1968-04-07 00:00:00+00:00,52.0,,Republican,Nehls
Troy Nehls,TroyNehls,,,male,United States of America,1968-04-07 00:00:00+00:00,52.0,,Republican,Nehls
Troy Nehls,SheriffTNehls,,,male,United States of America,1968-04-07 00:00:00+00:00,52.0,,Republican,Nehls
Troy Nehls,TroyNehls,,,male,United States of America,1968-04-07 00:00:00+00:00,52.0,,Republican,Nehls
